MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SalePrice
20,RL,8993,IR1,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7,5,2007,2007,None,0,TA,Gd,TA,Av,Unf,0,Unf,0,1302,1302,Y,1302,0,0,1302,0,0,2,0,3,1,Gd,6,Typ,0,Attchd,2007,Fin,2,436,TA,Y,0,22,0,0,0,0,8,2007,176485
60,RL,10208,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,5,1996,1997,BrkFace,921,TA,Gd,TA,No,Unf,0,Unf,0,1264,1264,Y,1277,1067,0,2344,0,0,2,1,3,1,Gd,7,Typ,1,Attchd,1996,RFn,3,889,TA,Y,220,0,0,0,0,0,7,2009,265000
120,RL,7052,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,7,5,2005,2005,Stone,240,TA,Gd,TA,Av,GLQ,659,Unf,0,705,1364,Y,1364,0,0,1364,1,0,2,0,2,1,Gd,6,Typ,1,Attchd,2005,RFn,2,484,TA,Y,192,36,0,0,0,0,6,2006,185850
20,RL,7599,Reg,Lvl,Corner,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,None,0,TA,TA,TA,No,ALQ,565,Unf,0,280,845,Y,845,0,0,845,1,0,1,0,2,1,TA,4,Typ,0,Detchd,1987,Unf,2,360,TA,Y,0,0,0,0,0,0,6,2007,129500
120,RL,3922,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2006,2007,BrkFace,72,TA,Ex,TA,Av,Unf,0,Unf,0,1258,1258,Y,1402,0,0,1402,0,2,0,2,2,1,Gd,7,Typ,1,Attchd,2006,Fin,3,648,TA,Y,120,16,0,0,0,0,2,2007,194201
60,RL,10029,IR1,Lvl,Corner,ClearCr,Norm,1Fam,2Story,6,5,1988,1989,BrkFace,268,TA,Gd,TA,No,GLQ,831,Unf,0,320,1151,Y,1164,896,0,2060,0,1,2,1,4,1,TA,8,Typ,1,Attchd,1988,Unf,2,521,TA,Y,0,228,0,0,192,0,9,2007,211000
60,RL,12435,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2001,2001,BrkFace,172,TA,Gd,TA,No,GLQ,361,Unf,0,602,963,Y,963,829,0,1792,0,0,2,1,3,1,Gd,7,Typ,1,Attchd,2001,RFn,2,564,TA,Y,0,96,0,245,0,0,5,2008,231500
60,RL,7917,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1999,2000,None,0,TA,Gd,TA,No,Unf,0,Unf,0,953,953,Y,953,694,0,1647,0,0,2,1,3,1,TA,7,Typ,1,Attchd,1999,RFn,2,460,TA,Y,0,40,0,0,0,0,8,2007,175000
20,RL,11880,IR1,Lvl,Inside,NWAmes,RRAn,1Fam,1Story,7,5,1978,1978,BrkFace,206,TA,Gd,TA,No,ALQ,704,Unf,0,567,1271,Y,1601,0,0,1601,0,0,2,0,3,1,TA,7,Typ,1,Attchd,1978,RFn,2,478,TA,Y,0,0,0,0,0,0,4,2009,157000
60,RL,8068,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2002,2002,None,0,TA,Gd,TA,No,Unf,0,Unf,0,1010,1010,Y,1010,1257,0,2267,0,0,2,1,4,1,Gd,8,Typ,1,BuiltIn,2002,RFn,2,390,TA,Y,120,46,0,0,0,0,12,2009,200000
20,RL,8529,IR1,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,5,2001,2001,None,0,TA,Gd,TA,No,GLQ,20,Unf,0,1434,1454,Y,1434,0,0,1434,0,0,2,0,3,1,Gd,6,Typ,1,Attchd,2001,RFn,2,527,TA,Y,290,39,0,0,0,0,4,2009,189000
30,RL,10800,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,6,1920,1950,None,0,TA,TA,TA,No,Rec,821,Unf,0,299,1120,Y,1130,0,0,1130,1,0,1,0,2,1,TA,5,Typ,1,Detchd,1970,Unf,2,720,TA,Y,229,0,0,0,0,0,6,2006,120000
160,FV,2160,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,7,5,1999,2000,BrkFace,212,TA,Gd,TA,No,BLQ,510,Unf,0,90,600,Y,624,628,0,1252,1,0,2,1,2,1,Gd,4,Typ,0,Detchd,1999,Unf,2,462,TA,Y,0,48,0,0,0,0,3,2008,160000
20,RL,8925,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,8,5,2007,2007,None,0,TA,Gd,TA,Av,GLQ,16,Unf,0,1450,1466,Y,1466,0,0,1466,0,0,2,0,3,1,Gd,7,Typ,0,Attchd,2007,Fin,3,610,TA,Y,100,18,0,0,0,0,7,2009,201000
60,FV,10625,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,2005,2005,None,0,TA,Gd,TA,No,Unf,0,Unf,0,1026,1026,Y,1026,932,0,1958,0,0,2,1,3,1,Gd,9,Typ,1,Attchd,2005,Fin,3,936,TA,Y,154,210,0,0,0,0,7,2008,250000
60,RL,14803,IR1,Lvl,CulDSac,NWAmes,Norm,1Fam,2Story,6,5,1971,1971,BrkFace,252,TA,TA,TA,No,Rec,416,Unf,0,409,825,Y,1097,896,0,1993,0,0,2,1,4,1,TA,8,Typ,1,Attchd,1971,RFn,2,495,TA,Y,0,66,0,0,0,0,6,2006,190000
160,RL,2308,Reg,Lvl,Inside,NPkVill,Norm,TwnhsE,2Story,6,5,1974,1974,None,0,TA,TA,TA,No,ALQ,257,Rec,495,103,855,Y,855,467,0,1322,0,1,2,1,3,1,TA,6,Typ,1,Attchd,1974,Unf,2,440,TA,Y,260,0,0,0,0,0,6,2009,147000
20,RL,7162,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,7,1966,1966,BrkCmn,41,TA,TA,TA,No,Unf,0,Unf,0,876,876,Y,904,0,0,904,0,0,1,0,3,1,TA,6,Typ,0,Attchd,1966,Unf,1,408,TA,Y,0,0,0,0,0,0,12,2008,109900
120,RM,4426,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,BrkFace,147,TA,Gd,TA,Av,GLQ,697,Unf,0,151,848,Y,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,1,Attchd,2004,RFn,2,420,TA,Y,149,0,0,0,0,0,5,2008,149300
160,RL,10762,Reg,Lvl,Corner,SawyerW,Norm,TwnhsE,2Story,6,6,1980,1980,None,0,TA,Gd,TA,No,Unf,0,Unf,0,626,626,Y,626,591,0,1217,0,0,1,1,3,1,TA,6,Typ,1,Attchd,1980,RFn,1,288,TA,Y,0,28,0,0,0,0,4,2009,120000
20,RL,9758,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1971,1971,None,0,TA,TA,TA,No,BLQ,412,LwQ,287,251,950,Y,950,0,0,950,0,0,1,0,3,1,TA,5,Typ,0,Detchd,1981,Unf,1,280,TA,Y,0,0,0,0,0,0,7,2007,119500
20,RL,8877,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,5,1951,1951,None,0,TA,Fa,Fa,No,LwQ,836,Unf,0,0,836,Y,1220,0,0,1220,0,0,1,0,2,1,TA,6,Typ,0,Detchd,1951,Unf,2,396,TA,Y,0,0,0,0,0,0,4,2006,102000
60,RL,9364,Reg,Lvl,Corner,Sawyer,Norm,1Fam,2Story,6,7,1969,1969,Stone,143,TA,TA,TA,No,ALQ,371,Unf,0,292,663,Y,663,689,0,1352,0,0,1,1,4,1,TA,7,Typ,0,Attchd,1969,Fin,1,299,TA,Y,379,36,0,0,0,0,3,2010,158000
20,RL,8926,IR1,Lvl,Corner,Edwards,Norm,1Fam,1Story,4,3,1956,1956,None,0,TA,TA,TA,No,Unf,0,Unf,0,672,672,Y,960,0,0,960,0,0,1,0,3,1,TA,5,Typ,0,Basment,1956,Unf,1,288,TA,Y,64,0,0,0,160,0,10,2009,112000
60,RL,19378,IR1,HLS,Corner,Gilbert,Norm,1Fam,2Story,7,5,2005,2006,BrkFace,456,TA,Gd,TA,Mn,GLQ,57,Unf,0,1335,1392,Y,1392,1070,0,2462,1,0,2,1,4,1,Gd,9,Typ,1,Attchd,2006,RFn,2,576,TA,Y,239,132,0,168,0,0,3,2006,320000
70,RL,22420,IR1,Lvl,Inside,Crawfor,Feedr,1Fam,2Story,6,6,1918,1950,None,0,TA,Gd,TA,No,BLQ,1128,Unf,0,242,1370,N,1370,1254,0,2624,1,0,2,1,4,1,TA,10,Typ,1,Detchd,1918,Unf,3,864,TA,N,0,0,0,0,0,0,11,2007,239000
80,RL,10246,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,SLvl,4,9,1965,2001,None,0,Gd,TA,Gd,Av,GLQ,648,Unf,0,0,648,Y,960,0,0,960,1,1,0,0,0,1,TA,3,Typ,0,Attchd,1965,Unf,1,364,TA,Y,88,0,0,0,0,0,5,2006,145000
120,RL,7175,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,5,1984,1984,None,0,TA,Gd,TA,No,ALQ,623,LwQ,121,0,744,Y,752,0,0,752,1,0,1,0,2,1,TA,4,Typ,0,Attchd,1984,Unf,1,264,TA,Y,353,0,0,0,90,0,2,2010,125000
30,RM,7200,Reg,Lvl,Corner,OldTown,Norm,1Fam,1Story,5,7,1940,1992,Stone,294,Gd,TA,TA,No,BLQ,510,Unf,0,278,788,Y,804,0,0,804,1,0,1,0,2,1,Gd,4,Typ,2,Attchd,1940,Unf,1,240,TA,Y,0,0,154,0,0,0,2,2010,119000
60,RL,7500,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,None,0,TA,TA,TA,No,Unf,0,Unf,0,994,994,Y,1028,776,0,1804,0,0,2,1,3,1,Gd,7,Typ,1,Attchd,1999,Fin,2,442,TA,Y,140,60,0,0,0,0,6,2010,189000
180,RM,1596,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,None,0,TA,Gd,TA,Gd,GLQ,462,Unf,0,0,462,Y,526,462,0,988,1,0,1,0,2,1,TA,5,Typ,0,BuiltIn,1973,Unf,1,297,TA,Y,120,101,0,0,0,0,11,2009,91000
60,RL,8834,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2004,2005,Stone,216,TA,Ex,TA,No,GLQ,1170,Unf,0,292,1462,Y,1462,762,0,2224,1,0,2,1,4,1,Ex,10,Typ,1,Attchd,2004,Fin,3,738,TA,Y,184,0,0,0,0,0,6,2009,350000
20,RL,10197,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1961,1961,BrkCmn,491,TA,TA,TA,No,ALQ,288,Rec,374,700,1362,Y,1362,0,0,1362,1,0,1,1,3,1,TA,6,Typ,1,Attchd,1961,Unf,2,504,TA,Y,0,20,0,0,0,0,6,2008,163000
50,RL,10496,Reg,Lvl,Inside,NAmes,Artery,1Fam,1.5Fin,6,6,1949,1950,BrkFace,320,TA,TA,TA,Mn,Rec,196,Unf,0,844,1040,Y,1168,678,0,1846,0,0,2,0,3,1,TA,7,Typ,1,Attchd,1949,Unf,1,315,TA,Y,0,0,0,0,0,0,1,2007,143000
60,RL,10762,IR1,Lvl,CulDSac,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,None,344,TA,Gd,TA,No,GLQ,694,Unf,0,284,978,Y,1005,978,0,1983,0,0,2,1,3,1,Gd,9,Typ,1,Attchd,1999,Fin,2,490,TA,Y,0,0,0,0,0,0,5,2009,225000
20,RL,9382,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,7,5,1999,2000,BrkFace,125,TA,Gd,TA,No,Unf,0,Unf,0,1468,1468,Y,1479,0,0,1479,0,0,2,0,3,1,Gd,6,Typ,0,Attchd,1999,RFn,2,577,TA,Y,120,25,0,0,0,0,7,2008,191000
20,RL,7000,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1960,2002,BrkFace,45,TA,TA,TA,No,Rec,588,Unf,0,422,1010,Y,1134,0,0,1134,0,0,1,0,2,1,TA,6,Typ,0,Attchd,1960,RFn,1,254,TA,Y,0,16,0,0,0,0,4,2007,135000
20,RL,7930,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,8,1969,2005,None,0,TA,TA,TA,No,GLQ,439,LwQ,472,115,1026,Y,1026,0,0,1026,1,0,1,0,3,1,Gd,5,Typ,0,Detchd,1969,RFn,2,440,TA,Y,171,48,0,0,0,0,7,2009,156000
60,RL,16056,IR1,Lvl,Inside,StoneBr,Norm,1Fam,2Story,9,5,2005,2006,Stone,208,TA,Ex,TA,Av,GLQ,240,Unf,0,1752,1992,Y,1992,876,0,2868,0,0,3,1,4,1,Ex,11,Typ,1,BuiltIn,2005,Fin,3,716,TA,Y,214,108,0,0,0,0,7,2006,556581
120,RL,4045,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2006,2006,BrkFace,45,TA,Gd,TA,Av,GLQ,1070,Unf,0,286,1356,Y,1500,0,0,1500,1,0,2,0,2,1,Gd,6,Typ,1,Attchd,2006,Fin,3,648,TA,Y,161,20,0,0,0,0,10,2006,246578
80,RL,10448,IR1,Lvl,Corner,NWAmes,Norm,1Fam,SLvl,6,6,1972,1972,BrkFace,333,TA,TA,TA,No,Unf,0,Unf,0,689,689,Y,1378,741,0,2119,0,0,2,1,3,1,TA,7,Typ,1,Attchd,1972,RFn,2,583,TA,Y,0,104,0,0,0,0,8,2009,158000
120,RL,3196,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,8,5,2003,2003,BrkFace,40,TA,Gd,TA,Gd,Unf,0,Unf,0,1273,1273,Y,1456,0,0,1456,0,0,2,0,2,1,Gd,7,Typ,1,Attchd,2003,Fin,2,400,TA,Y,143,20,0,0,0,0,5,2006,215000
50,RM,12150,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,5,1954,1954,BrkFace,335,TA,TA,TA,No,Unf,0,Unf,0,1050,1050,N,1050,745,0,1795,0,0,2,0,4,1,TA,7,Typ,0,Attchd,1954,Unf,1,352,TA,Y,0,0,0,0,0,0,11,2008,131500
20,RL,15611,IR1,Lvl,Corner,NWAmes,Norm,1Fam,1Story,5,6,1977,1977,None,0,TA,Gd,TA,Av,ALQ,767,LwQ,93,266,1126,Y,1126,0,0,1126,0,1,2,0,3,1,Ex,6,Typ,0,Attchd,1977,RFn,2,540,TA,Y,180,0,0,0,0,0,3,2008,175000
20,RL,115149,IR2,Low,CulDSac,ClearCr,Norm,1Fam,1Story,7,5,1971,2002,Stone,351,TA,Gd,TA,Gd,GLQ,1219,Unf,0,424,1643,Y,1824,0,0,1824,1,0,2,0,2,1,Gd,5,Typ,2,Attchd,1971,Unf,2,739,TA,Y,380,48,0,0,0,0,6,2007,302000
30,RM,11340,Reg,Lvl,Corner,OldTown,Norm,1Fam,1Story,6,5,1923,1950,None,0,TA,TA,TA,No,Unf,0,Unf,0,1200,1200,Y,1200,0,0,1200,0,0,1,0,4,1,TA,7,Typ,0,Detchd,1923,Unf,1,312,Fa,Y,0,0,228,0,0,0,3,2006,125000
60,RL,8123,IR1,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,6,5,2000,2000,BrkFace,16,TA,Gd,TA,No,Unf,0,Unf,0,982,982,Y,1007,793,0,1800,0,0,2,1,3,1,TA,7,Typ,1,Attchd,2000,Fin,2,463,TA,Y,100,63,0,0,0,0,6,2009,179000
160,FV,2280,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,7,5,1999,1999,BrkFace,360,TA,Gd,TA,No,ALQ,549,Unf,0,195,744,Y,757,744,0,1501,0,0,2,1,3,1,TA,6,Typ,0,Detchd,1999,Unf,2,440,TA,Y,0,0,0,0,0,0,8,2008,179400
120,RL,9549,IR1,Lvl,CulDSac,Veenker,Norm,TwnhsE,1Story,8,5,1995,1996,None,0,Gd,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,Y,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,Attchd,1995,Fin,2,481,TA,Y,0,30,0,0,216,0,4,2006,270000
30,RM,8263,Reg,Bnk,Inside,IDOTRR,Norm,1Fam,1Story,6,5,1920,1950,None,0,TA,TA,TA,No,Unf,0,Unf,0,1012,1012,Y,1012,0,0,1012,0,0,1,0,2,1,TA,6,Typ,1,Detchd,1920,Unf,1,308,TA,Y,0,22,112,0,0,0,5,2007,118400
20,RL,7314,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Stone,82,TA,Gd,TA,Av,GLQ,724,Unf,0,508,1232,Y,1232,0,0,1232,1,0,2,0,2,1,Gd,6,Typ,0,Attchd,2007,RFn,2,632,TA,Y,132,0,0,0,0,0,2,2009,194500
160,RM,1680,Reg,Lvl,Inside,BrDale,Norm,TwnhsE,2Story,6,3,1971,1971,BrkFace,604,TA,TA,TA,No,ALQ,358,Unf,0,125,483,Y,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,0,Detchd,1971,Unf,1,264,TA,Y,0,0,0,0,0,0,8,2008,89500
20,RL,12772,IR1,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,6,8,1960,1998,None,0,Gd,TA,TA,Mn,BLQ,498,Unf,0,460,958,Y,958,0,0,958,0,0,1,0,2,1,TA,5,Typ,0,Attchd,1960,RFn,1,301,TA,Y,0,0,0,0,0,0,4,2007,151500
80,RL,13825,Reg,Lvl,Inside,Sawyer,Norm,1Fam,SLvl,5,6,1958,1987,None,0,Gd,TA,TA,No,Unf,0,Unf,0,533,533,Y,1021,580,0,1601,0,1,1,0,3,1,TA,6,Min2,0,BuiltIn,1958,RFn,1,300,TA,Y,280,34,0,0,0,0,12,2008,140000
20,RL,8281,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1965,1965,None,0,TA,TA,TA,No,Rec,553,BLQ,311,0,864,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,Detchd,1965,Unf,1,360,TA,Y,0,0,236,0,0,0,12,2009,62383
20,RL,8910,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,6,1959,1959,None,0,TA,TA,TA,Mn,ALQ,655,Unf,0,0,655,Y,1194,0,0,1194,0,1,1,0,3,1,TA,6,Typ,1,BuiltIn,1954,Fin,2,539,TA,Y,0,0,192,0,0,0,7,2006,159500
50,RM,3500,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,7,1947,1950,None,0,TA,TA,TA,No,LwQ,312,Unf,0,408,720,Y,720,564,0,1284,0,0,1,1,2,1,TA,5,Typ,0,Detchd,1948,Unf,1,240,TA,Y,0,35,0,0,0,0,4,2009,110000
50,RL,11767,Reg,Lvl,Inside,Edwards,Norm,1Fam,2Story,4,7,1910,2000,None,0,TA,Fa,TA,No,Unf,0,Unf,0,560,560,N,796,550,0,1346,0,0,1,1,2,1,TA,6,Min2,0,Detchd,1950,Unf,1,384,TA,Y,168,24,0,0,0,0,5,2007,112000
20,RL,9200,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,6,1975,1980,None,0,TA,Gd,TA,Av,LwQ,280,BLQ,491,167,938,Y,938,0,0,938,1,0,1,0,3,1,TA,5,Typ,0,Detchd,1977,Unf,1,308,TA,Y,145,0,0,0,0,0,7,2008,130250
20,RL,12155,IR3,Lvl,Inside,NAmes,PosN,1Fam,1Story,6,3,1970,1970,None,0,TA,Gd,TA,No,LwQ,1237,Unf,0,420,1657,Y,1657,0,0,1657,0,1,2,0,3,1,TA,7,Typ,1,Attchd,1970,Unf,2,484,TA,Y,0,0,0,0,147,0,3,2007,163500
50,RL,8160,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,6,1940,1950,None,0,TA,TA,TA,No,ALQ,312,Unf,0,444,756,N,756,378,0,1134,1,0,1,1,3,1,TA,7,Typ,0,Detchd,1940,Unf,1,240,TA,P,0,0,0,0,0,0,4,2007,126000
70,RL,6858,Reg,Bnk,Corner,SWISU,Norm,1Fam,2Story,6,4,1915,1950,None,0,TA,Gd,TA,No,Unf,0,Unf,0,806,806,N,841,806,0,1647,1,0,1,1,4,1,Fa,6,Typ,0,Detchd,1920,Unf,1,216,TA,Y,0,66,136,0,0,0,5,2010,128000
20,RL,6970,Reg,Lvl,Corner,Sawyer,Feedr,1Fam,1Story,4,5,1961,1961,None,0,TA,TA,TA,No,ALQ,932,Unf,0,108,1040,Y,1120,0,0,1120,1,0,1,1,3,1,Fa,5,Typ,0,Attchd,1961,RFn,2,544,TA,Y,168,0,0,0,0,0,5,2007,129000
20,RL,7677,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1953,1953,None,0,TA,TA,TA,No,BLQ,570,Unf,0,203,773,Y,773,0,0,773,0,0,1,0,2,1,TA,4,Typ,0,Attchd,1953,Unf,1,240,TA,Y,0,0,0,0,0,0,4,2008,110000
20,RL,7200,Reg,Low,Inside,CollgCr,Norm,1Fam,1Story,5,5,1972,1972,None,0,TA,TA,TA,Av,Rec,777,Unf,0,117,894,Y,894,0,0,894,0,0,1,0,2,1,TA,6,Typ,0,Detchd,1985,RFn,2,600,TA,Y,215,0,0,0,0,0,9,2009,123000
70,RL,11435,IR1,HLS,Corner,Crawfor,Norm,1Fam,2Story,8,7,1929,1950,None,0,TA,Gd,TA,No,Unf,0,Unf,0,792,792,Y,792,725,0,1517,0,0,1,0,3,1,Gd,7,Typ,2,Detchd,1931,Unf,2,400,TA,Y,0,0,0,0,0,0,6,2006,230000
60,RL,7750,Reg,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,7,5,2003,2003,None,0,TA,Gd,TA,No,Unf,0,Unf,0,660,660,Y,660,660,0,1320,0,0,2,1,3,1,Gd,6,Typ,0,Attchd,2003,Fin,2,400,TA,Y,0,48,0,0,0,0,8,2007,162000
160,RM,2665,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,5,6,1976,1976,None,0,TA,Gd,TA,Mn,Unf,0,Unf,0,264,264,Y,616,688,0,1304,0,0,1,1,3,1,TA,4,Typ,1,BuiltIn,1976,Fin,1,336,TA,Y,141,24,0,0,0,0,6,2008,115000
60,RL,16692,IR1,Lvl,Inside,NWAmes,RRAn,1Fam,2Story,7,5,1978,1978,BrkFace,184,TA,Gd,TA,No,BLQ,790,LwQ,469,133,1392,Y,1392,1392,0,2784,1,0,3,1,5,1,Gd,12,Typ,2,Attchd,1978,RFn,2,564,TA,Y,0,112,0,0,440,519,7,2006,250000
60,RL,11999,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2003,2004,BrkFace,340,TA,Gd,TA,No,Unf,0,Unf,0,1181,1181,Y,1234,1140,0,2374,0,0,2,1,4,1,Ex,10,Typ,1,BuiltIn,2003,Fin,3,656,TA,Y,104,100,0,0,0,0,5,2007,285000
120,RL,2887,Reg,HLS,Inside,ClearCr,Norm,1Fam,1Story,6,5,1996,1997,None,0,TA,Gd,TA,Mn,GLQ,1003,Unf,0,288,1291,Y,1291,0,0,1291,1,0,1,0,2,1,Gd,6,Typ,1,Attchd,1996,Unf,2,431,TA,Y,307,0,0,0,0,0,11,2008,173000
20,RL,10152,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1956,1956,BrkFace,120,TA,TA,TA,No,BLQ,586,Unf,0,462,1048,Y,1048,0,0,1048,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1956,Unf,1,286,TA,Y,0,20,0,0,192,0,6,2007,135000
20,RL,8712,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1957,2000,None,0,Gd,TA,TA,Mn,BLQ,860,Unf,0,132,992,Y,1306,0,0,1306,1,0,1,0,2,1,TA,5,Typ,0,Detchd,1968,Unf,1,756,TA,Y,0,0,0,0,0,0,5,2009,153000
50,RL,10410,Reg,Lvl,Corner,OldTown,Artery,1Fam,1.5Fin,3,4,1915,1950,None,0,TA,TA,TA,No,Unf,0,Unf,0,672,672,Y,694,520,0,1214,0,0,1,0,3,1,TA,6,Typ,0,Detchd,1998,Unf,3,936,TA,Y,216,0,160,0,0,0,1,2006,105000
20,RL,7100,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,7,1957,1957,None,0,TA,TA,TA,No,GLQ,708,Unf,0,108,816,Y,816,0,0,816,1,0,1,0,2,1,TA,5,Typ,0,Detchd,1957,Unf,1,308,TA,Y,0,0,0,0,0,0,7,2006,129900
70,RL,24090,Reg,Lvl,Inside,ClearCr,Norm,1Fam,2Story,7,7,1940,1950,None,0,Gd,TA,TA,Mn,Unf,0,Unf,0,1032,1032,Y,1207,1196,0,2403,0,0,2,0,4,1,TA,10,Typ,2,Attchd,1940,Unf,1,349,TA,Y,56,0,318,0,0,0,6,2010,244400
20,RL,10637,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,2007,2008,Stone,336,TA,Ex,TA,Gd,GLQ,1288,Unf,0,417,1705,Y,1718,0,0,1718,1,0,2,0,3,1,Gd,7,Typ,1,Attchd,2007,RFn,3,826,TA,Y,208,44,0,0,0,0,9,2009,297000
160,RL,2308,Reg,Lvl,Corner,NPkVill,Norm,TwnhsE,2Story,6,6,1976,1976,None,0,TA,Gd,TA,No,ALQ,556,Unf,0,248,804,Y,804,744,0,1548,1,0,2,1,3,1,Gd,7,Typ,1,Detchd,1976,Unf,2,440,TA,Y,48,0,0,0,0,0,7,2007,155000
60,RL,11218,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,5,1992,1992,None,0,TA,Gd,TA,No,Unf,0,Unf,0,1055,1055,Y,1055,790,0,1845,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,1992,RFn,2,462,TA,Y,635,104,0,0,0,0,5,2010,189000
30,RM,8520,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,6,1923,2006,None,0,TA,TA,TA,No,Unf,0,Unf,0,968,968,Y,968,0,0,968,0,0,1,0,2,1,TA,5,Typ,0,Detchd,1935,Unf,2,480,TA,N,0,0,184,0,0,0,7,2007,100000
20,RL,6600,Reg,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,8,1982,2003,None,0,Gd,TA,Gd,No,GLQ,816,Unf,0,0,816,Y,816,0,0,816,1,0,1,0,2,1,TA,4,Typ,0,Detchd,1985,Fin,2,816,TA,Y,0,0,0,0,0,0,6,2008,138000
20,RL,11883,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,1996,1996,BrkFace,196,TA,Gd,TA,Gd,GLQ,690,Unf,0,814,1504,Y,1504,0,0,1504,1,0,2,0,3,1,Gd,6,Typ,1,Attchd,1996,Fin,2,478,TA,Y,115,66,0,0,0,0,6,2009,203000
50,RL,7681,IR1,Lvl,FR2,Crawfor,Norm,1Fam,1.5Fin,5,6,1921,1950,None,0,TA,TA,TA,No,Unf,0,Unf,0,731,731,Y,820,523,0,1343,0,0,1,1,3,1,TA,7,Typ,1,Detchd,1921,Unf,1,186,TA,Y,192,0,102,0,0,0,7,2009,154900
